Animal_Id,Intake_Type,Intake_Subtype,Reason,Intake_Date,Intake_Condition,Hold_Request
A1132056,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132057,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132058,OWNER SURRENDER,APPOINT,BEHAVIOR,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132059,STRAY,CONFINED,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132060,OWNER SURRENDER,WALK IN,HOUSING,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132061,KEEPSAFE,OWN ARREST,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132063,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,N/A
A1132064,STRAY,WEB,N/A,10/20/2021 12:00:00 AM,NORMAL,N/A
A1132067,OWNER SURRENDER,APPOINT,PERSNLISSU,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132068,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOPTION
A1132069,OWNER SURRENDER,APPOINT,PERSNLISSU,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132070,OWNER SURRENDER,URGENT,BEHAVIOR,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132070,OWNER SURRENDER,WALK IN,NOTRIGHTFT,11/12/2021 12:00:00 AM,APP SICK,ADOP RESCU
A1132071,STRAY,CONFINED,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132072,CONFISCATED,QUARANTINE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,RABIES SPECIMEN
A1132073,OWNER SURRENDER,QUARANTINE,BEHAVIOR,10/21/2021 12:00:00 AM,APP WNL,RESCU ONLY
A1132078,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,N/A
A1132080,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132080,OWNER SURRENDER,APPOINT,OTHRINTAKS,04/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132081,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,N/A
A1132082,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132083,KEEPSAFE,OWN ARREST,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132083,FOSTER,RETURN,OTHER,12/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132085,KEEPSAFE,OWN ARREST,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132085,TREATMENT,FOLLOWUP,OTHER,11/17/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132085,TREATMENT,SPAY/NEUT,OTHER,11/29/2021 12:00:00 AM,APP WNL,N/A
A1132085,FOSTER,FOR ADOPT,OTHER,12/03/2021 12:00:00 AM,APP WNL,N/A
A1132086,CONFISCATED,QUARANTINE,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,QUARANTINE
A1132088,STRAY,WEB,N/A,10/21/2021 12:00:00 AM,NORMAL,N/A
A1132091,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,CRITICAL,NEONATE
A1132091,FOSTER,RETURN,OTHRINTAKS,11/11/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132091,TREATMENT,ILLNESS,OTHER,11/06/2021 12:00:00 AM,APP WNL,N/A
A1132092,TREATMENT,ILLNESS,OTHER,11/06/2021 12:00:00 AM,APP WNL,N/A
A1132092,FOSTER,RETURN,OTHRINTAKS,11/11/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132092,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,CRITICAL,NEONATE
A1132093,STRAY,WEB,N/A,10/21/2021 12:00:00 AM,NORMAL,N/A
A1132095,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,CRITICAL,NEONATE
A1132095,FOSTER,RETURN,OTHRINTAKS,11/11/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132095,TREATMENT,ILLNESS,OTHER,11/06/2021 12:00:00 AM,APP WNL,N/A
A1132097,TREATMENT,ILLNESS,OTHER,11/06/2021 12:00:00 AM,APP WNL,N/A
A1132097,FOSTER,RETURN,OTHRINTAKS,11/11/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132097,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,CRITICAL,NEONATE
A1132098,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,CRITICAL,NEONATE
A1132098,FOSTER,RETURN,OTHRINTAKS,11/11/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132098,TREATMENT,ILLNESS,OTHER,11/06/2021 12:00:00 AM,APP WNL,N/A
A1132099,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,CRITICAL,N/A
A1132100,CONFISCATED,QUARANTINE,OTHRINTAKS,03/26/2022 12:00:00 AM,APP WNL,QUARANTINE
A1132104,OWNER SURRENDER,TRAP,NOTRIGHTFT,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132106,STRAY,AT LARGE,OTHRINTAKS,10/21/2021 12:00:00 AM,DECEASED,N/A
A1132107,STRAY,CONFINED,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132108,STRAY,CONFINED,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132108,FOSTER,RETURN,OTHER,11/29/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132109,FOSTER,RETURN,OTHER,11/29/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132109,STRAY,CONFINED,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132110,STRAY,CONFINED,OTHRINTAKS,10/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132110,FOSTER,RETURN,OTHER,11/29/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132114,STRAY,WEB,N/A,10/20/2021 12:00:00 AM,NORMAL,N/A
A1132119,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,EUTH
A1132124,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOPTION
A1132125,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOPTION
A1132125,OWNER SURRENDER,WALK IN,BEHAVIOR,11/17/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132125,OWNER SURRENDER,APPOINT,NOTRIGHTFT,12/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132125,STRAY,AT LARGE,OTHRINTAKS,01/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132125,OWNER SURRENDER,WALK IN,MEDICAL,01/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132126,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132129,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132130,STRAY,AT LARGE,OTHER,10/22/2021 12:00:00 AM,APP INJ,N/A
A1132135,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,N/A
A1132137,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,UNDERAGE,ADOP RESCU
A1132137,FOSTER,RETURN,OTHER,01/27/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132137,TREATMENT,SPAY/NEUT,OTHER,12/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132138,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132138,FOSTER,RETURN,OTHRINTAKS,11/06/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132139,FOSTER,RETURN,OTHRINTAKS,11/06/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132139,FOSTER,DIED,OTHER,11/09/2021 12:00:00 AM,DECEASED,N/A
A1132139,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132140,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,N/A
A1132142,STRAY,WEB,N/A,10/22/2021 12:00:00 AM,NORMAL,N/A
A1132144,STRAY,WEB,N/A,10/15/2021 12:00:00 AM,NORMAL,N/A
A1132145,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,CRITICAL,RESC FOSTR
A1132145,FOSTER,RETURN,OTHER,11/03/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132146,OWNER SURRENDER,URGENT,MEDICAL,10/22/2021 12:00:00 AM,APP SICK,RESC FOSTR
A1132147,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132147,OWNER SURRENDER,APPOINT,NOTRIGHTFT,04/01/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132148,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132149,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132149,TREATMENT,HEART WORM,OTHRINTAKS,01/03/2022 12:00:00 AM,APP WNL,N/A
A1132149,TREATMENT,HEART WORM,OTHRINTAKS,02/06/2022 12:00:00 AM,APP WNL,N/A
A1132149,TREATMENT,HEART WORM,OTHRINTAKS,03/13/2022 12:00:00 AM,APP WNL,N/A
A1132150,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132151,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132152,STRAY,WEB,N/A,10/19/2021 12:00:00 AM,NORMAL,N/A
A1132153,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132153,OWNER SURRENDER,APPOINT,FINANCIAL,04/28/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132154,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132155,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132156,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132157,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOPTION
A1132158,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132159,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132160,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132161,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,UNDERAGE,N/A
A1132162,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132162,FOSTER,RETURN,OTHRINTAKS,10/31/2021 12:00:00 AM,DECEASED,N/A
A1132163,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,UNDERAGE,N/A
A1132164,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132165,CONFISCATED,QUARANTINE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,QUARANTINE
A1132166,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132169,STRAY,WEB,N/A,10/21/2021 12:00:00 AM,NORMAL,N/A
A1132170,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132179,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132185,OWNER SURRENDER,URGENT,BEHAVIOR,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132186,OWNER SURRENDER,URGENT,MEDICAL,10/22/2021 12:00:00 AM,CRITICAL,N/A
A1132187,OWNER SURRENDER,APPOINT,HOUSING,10/22/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132188,OWNER SURRENDER,APPOINT,HOUSING,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132189,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132189,OWNER SURRENDER,URGENT,PERSNLISSU,11/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132190,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132191,OWNER SURRENDER,URGENT,MEDICAL,10/22/2021 12:00:00 AM,APP SICK,RESCU ONLY
A1132192,OWNER SURRENDER,APPOINT,HOUSING,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132193,CONFISCATED,QUARANTINE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,QUARANTINE
A1132195,STRAY,AT LARGE,NOTRIGHTFT,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132196,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132198,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132198,TREATMENT,FOLLOWUP,OTHER,11/03/2021 12:00:00 AM,APP WNL,N/A
A1132198,TREATMENT,FOLLOWUP,OTHER,11/10/2021 12:00:00 AM,APP WNL,N/A
A1132198,TREATMENT,FOLLOWUP,OTHER,11/16/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132198,FOSTER,FOR ADOPT,OTHER,02/16/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132199,STRAY,AT LARGE,OTHRINTAKS,11/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132199,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132201,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132202,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,SNR
A1132203,STRAY,WEB,N/A,10/08/2021 12:00:00 AM,NORMAL,N/A
A1132204,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132209,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132210,STRAY,AT LARGE,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132211,STRAY,CONFINED,OTHRINTAKS,10/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132212,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132213,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,FATAL,N/A
A1132214,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,N/A
A1132216,STRAY,WEB,N/A,10/21/2021 12:00:00 AM,NORMAL,N/A
A1132219,KEEPSAFE,OWN HOSPIT,OTHRINTAKS,10/23/2021 12:00:00 AM,APP INJ,NEONATE
A1132220,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132221,KEEPSAFE,OWN HOSPIT,OTHRINTAKS,10/23/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132222,KEEPSAFE,OWN HOSPIT,OTHRINTAKS,10/23/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132222,OWNER SURRENDER,APPOINT,BEHAVIOR,02/22/2022 12:00:00 AM,APP WNL,EMERGENCY RESCUE
A1132223,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,N/A
A1132225,STRAY,AT LARGE,OTHER,11/05/2021 12:00:00 AM,APP WNL,RTP
A1132226,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,N/A
A1132226,STRAY,AT LARGE,OTHRINTAKS,04/07/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132226,OWNER SURRENDER,WALK IN,BEHAVIOR,04/17/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1132227,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,N/A
A1132228,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132230,STRAY,LEFT AT,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132235,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132235,OWNER SURRENDER,APPOINT,HOUSING,01/30/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132235,TREATMENT,HEART WORM,OTHRINTAKS,01/06/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132235,TREATMENT,HEART WORM,OTHRINTAKS,03/30/2022 12:00:00 AM,APP WNL,N/A
A1132235,TREATMENT,HEART WORM,OTHRINTAKS,05/02/2022 12:00:00 AM,APP WNL,N/A
A1132235,TREATMENT,HEART WORM,OTHRINTAKS,06/07/2022 12:00:00 AM,APP WNL,N/A
A1132236,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP INJ,N/A
A1132237,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP SICK,ADOP RESCU
A1132237,FOSTER,SURGERY,OTHER,01/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132238,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,EUTH
A1132239,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132240,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP SICK,RESC FOSTR
A1132243,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132244,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP SICK,RABIES SPECIMEN
A1132245,WILDLIFE,NON-RABIES,OTHRINTAKS,10/23/2021 12:00:00 AM,APP INJ,N/A
A1132246,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP SICK,RESC FOSTR
A1132247,OWNER SURRENDER,WALK IN,MEDICAL,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132248,OWNER SURRENDER,WALK IN,PERSNLISSU,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132249,OWNER SURRENDER,WALK IN,PERSNLISSU,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132249,OWNER SURRENDER,WALK IN,NOTRIGHTFT,11/09/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132252,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132253,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132255,STRAY,WEB,N/A,10/22/2021 12:00:00 AM,NORMAL,N/A
A1132256,STRAY,WEB,N/A,10/18/2021 12:00:00 AM,NORMAL,N/A
A1132258,OWNER SURRENDER,APPOINT,MEDICAL,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132259,OWNER SURRENDER,APPOINT,PERSNLISSU,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132260,OWNER SURRENDER,APPOINT,MEDICAL,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132261,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132261,STRAY,CONFINED,OTHRINTAKS,03/31/2022 12:00:00 AM,APP WNL,N/A
A1132262,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132264,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132265,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132265,OWNER SURRENDER,APPOINT,NOTRIGHTFT,11/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132266,OWNER SURRENDER,APPOINT,NOTRIGHTFT,11/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132266,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132267,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132268,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132269,WILDLIFE,NON-RABIES,OTHRINTAKS,10/23/2021 12:00:00 AM,APP INJ,N/A
A1132270,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,N/A
A1132270,FOSTER,RETURN,OTHER,10/27/2021 12:00:00 AM,DECEASED,N/A
A1132271,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132271,TREATMENT,SPAY/NEUT,OTHRINTAKS,12/03/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132271,TREATMENT,FOLLOWUP,OTHRINTAKS,11/08/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132271,FOSTER,RETURN,OTHER,12/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132272,FOSTER,RETURN,OTHER,12/15/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132272,TREATMENT,FOLLOWUP,OTHRINTAKS,11/08/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132272,TREATMENT,SPAY/NEUT,OTHRINTAKS,12/03/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132272,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132273,STRAY,AT LARGE,OTHRINTAKS,10/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132273,TREATMENT,SPAY/NEUT,OTHRINTAKS,12/03/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132273,TREATMENT,FOLLOWUP,OTHRINTAKS,11/08/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132273,FOSTER,RETURN,OTHER,12/15/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132277,STRAY,WEB,N/A,10/18/2021 12:00:00 AM,NORMAL,N/A
A1132282,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132284,STRAY,CONFINED,OTHRINTAKS,10/23/2021 12:00:00 AM,APP SICK,ADOP RESCU
A1132284,FOSTER,RETURN,OTHER,12/08/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132286,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132287,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP SICK,EMERGENCY RESCUE
A1132288,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132289,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132290,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,RESCU ONLY
A1132291,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP INJ,N/A
A1132292,OWNER SURRENDER,WALK IN,HOUSING,10/24/2021 12:00:00 AM,APP WNL,NEONATE
A1132293,OWNER SURRENDER,WALK IN,HOUSING,10/24/2021 12:00:00 AM,APP WNL,NEONATE
A1132294,OWNER SURRENDER,WALK IN,HOUSING,10/24/2021 12:00:00 AM,APP WNL,NEONATE
A1132295,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132296,STRAY,WEB,N/A,10/22/2021 12:00:00 AM,NORMAL,N/A
A1132298,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,N/A
A1132299,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,N/A
A1132300,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132301,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP SICK,N/A
A1132302,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP INJ,EMERGENCY RESCUE
A1132303,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132303,TREATMENT,HEART WORM,OTHRINTAKS,02/01/2022 12:00:00 AM,APP WNL,N/A
A1132303,TREATMENT,FOLLOWUP,OTHER,04/18/2022 12:00:00 AM,APP WNL,N/A
A1132303,TREATMENT,FOLLOWUP,OTHER,03/16/2022 12:00:00 AM,APP WNL,N/A
A1132303,TREATMENT,FOLLOWUP,OTHER,03/21/2022 12:00:00 AM,APP WNL,N/A
A1132303,FOSTER,RETURN,OTHER,05/20/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132304,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132305,OWNER SURRENDER,APPOINT,PERSNLISSU,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132307,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,N/A
A1132308,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,N/A
A1132309,WILDLIFE,RABIES,OTHRINTAKS,10/24/2021 12:00:00 AM,APP INJ,RABIES SPECIMEN
A1132310,KEEPSAFE,OWN DECEAS,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132311,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132314,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132314,FOSTER,RETURN,OTHRINTAKS,11/01/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132314,FOSTER,RETURN,OTHRINTAKS,11/12/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132315,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132316,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132317,WILDLIFE,RABIES,OTHRINTAKS,10/24/2021 12:00:00 AM,DECEASED,RABIES SPECIMEN
A1132318,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132319,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132319,OWNER SURRENDER,WALK IN,HOUSING,11/20/2021 12:00:00 AM,APP WNL,ADOP RESCU
